row_no,pl_date,frequency,gl_company_code,gl_account,counter_party_gl_code,intercompany_relationship,regulated_ind,fsa_eligibility_ind,party_id,currency_code,legacy_gl_account_number,base_balance,usd_balance,fx_rate,multiply_divide_ind,original_usd_balance,gl_product,gl_account_description,profit_center,profit_center_desc,legacy_consolidated_10q_level_1,legacy_consolidated_10q_level_2,legacy_consolidated_10q_level_3,legacy_consolidated_10q_level_4,legacy_consolidated_10q_level_5,legacy_consolidated_10q_level_6,legacy_consolidated_10q_level_7,profit_center_level_1,profit_center_level_2,profit_center_level_3,profit_center_level_4,profit_center_level_5,profit_center_level_6,profit_center_level_7
997,2023-02-01,Random_frequency_768,Random_gl_company_code_945,150400,Random_counter_party_gl_code_206,Random_intercompany_relationship_199,Random_regulated_ind_437,Random_fsa_eligibility_ind_359,Random_party_id_701,Random_currency_code_999,Random_legacy_gl_account_number_428,378.16,928.86,514.94,Random_multiply_divide_ind_175,329.44,Random_gl_product_418,Random_gl_account_description_7,Random_profit_center_772,Random_profit_center_desc_224,Random_legacy_consolidated_10q_level_1_152,Random_legacy_consolidated_10q_level_2_393,Random_legacy_consolidated_10q_level_3_236,Random_legacy_consolidated_10q_level_4_779,BLAH2,Random_legacy_consolidated_10q_level_6_508,Random_legacy_consolidated_10q_level_7_334,Random_profit_center_level_1_227,Random_profit_center_level_2_326,Random_profit_center_level_3_508,Random_profit_center_level_4_771,Random_profit_center_level_5_24,Random_profit_center_level_6_316,Random_profit_center_level_7_490
880,2023-02-01,Random_frequency_431,Random_gl_company_code_1,150300,Random_counter_party_gl_code_319,Random_intercompany_relationship_569,Random_regulated_ind_895,Random_fsa_eligibility_ind_495,Random_party_id_182,Random_currency_code_422,Random_legacy_gl_account_number_456,628.52,564.5,771.0,Random_multiply_divide_ind_424,148.46,Random_gl_product_873,Random_gl_account_description_523,Random_profit_center_124,Random_profit_center_desc_779,Random_legacy_consolidated_10q_level_1_443,Random_legacy_consolidated_10q_level_2_457,Random_legacy_consolidated_10q_level_3_404,Random_legacy_consolidated_10q_level_4_394,BLAH4,Random_legacy_consolidated_10q_level_6_391,Random_legacy_consolidated_10q_level_7_840,Random_profit_center_level_1_534,Random_profit_center_level_2_112,Random_profit_center_level_3_969,Random_profit_center_level_4_722,Random_profit_center_level_5_183,Random_profit_center_level_6_526,Random_profit_center_level_7_576
261,2023-02-01,Random_frequency_2,Random_gl_company_code_8,150400,Random_counter_party_gl_code_379,Random_intercompany_relationship_405,Random_regulated_ind_222,Random_fsa_eligibility_ind_490,Random_party_id_76,Random_currency_code_691,Random_legacy_gl_account_number_527,163.48,125.98,754.28,Random_multiply_divide_ind_686,571.63,Random_gl_product_126,Random_gl_account_description_459,Random_profit_center_884,Random_profit_center_desc_936,Random_legacy_consolidated_10q_level_1_885,Random_legacy_consolidated_10q_level_2_757,Random_legacy_consolidated_10q_level_3_458,Random_legacy_consolidated_10q_level_4_365,BLAH4,Random_legacy_consolidated_10q_level_6_401,Random_legacy_consolidated_10q_level_7_342,Random_profit_center_level_1_909,Random_profit_center_level_2_873,Random_profit_center_level_3_8,Random_profit_center_level_4_6,Random_profit_center_level_5_367,Random_profit_center_level_6_738,Random_profit_center_level_7_865
751,2023-02-01,Random_frequency_157,Random_gl_company_code_319,150200,Random_counter_party_gl_code_811,Random_intercompany_relationship_295,Random_regulated_ind_430,Random_fsa_eligibility_ind_57,Random_party_id_302,Random_currency_code_694,Random_legacy_gl_account_number_353,773.47,936.08,349.81,Random_multiply_divide_ind_442,701.19,Random_gl_product_603,Random_gl_account_description_560,Random_profit_center_334,Random_profit_center_desc_503,Random_legacy_consolidated_10q_level_1_627,Random_legacy_consolidated_10q_level_2_238,Random_legacy_consolidated_10q_level_3_924,Random_legacy_consolidated_10q_level_4_656,BLAH4,Random_legacy_consolidated_10q_level_6_94,Random_legacy_consolidated_10q_level_7_877,Random_profit_center_level_1_518,Random_profit_center_level_2_770,Random_profit_center_level_3_750,Random_profit_center_level_4_171,Random_profit_center_level_5_143,Random_profit_center_level_6_895,Random_profit_center_level_7_283
538,2023-02-01,Random_frequency_185,Random_gl_company_code_703,150400,Random_counter_party_gl_code_713,Random_intercompany_relationship_397,Random_regulated_ind_916,Random_fsa_eligibility_ind_230,Random_party_id_33,Random_currency_code_719,Random_legacy_gl_account_number_497,584.14,514.16,764.51,Random_multiply_divide_ind_407,633.24,Random_gl_product_147,Random_gl_account_description_790,Random_profit_center_833,Random_profit_center_desc_277,Random_legacy_consolidated_10q_level_1_172,Random_legacy_consolidated_10q_level_2_532,Random_legacy_consolidated_10q_level_3_415,Random_legacy_consolidated_10q_level_4_405,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_747,Random_legacy_consolidated_10q_level_7_584,Random_profit_center_level_1_28,Random_profit_center_level_2_400,Random_profit_center_level_3_507,Random_profit_center_level_4_72,Random_profit_center_level_5_650,Random_profit_center_level_6_862,Random_profit_center_level_7_937
492,2023-01-01,Random_frequency_824,Random_gl_company_code_510,150200,Random_counter_party_gl_code_145,Random_intercompany_relationship_87,Random_regulated_ind_847,Random_fsa_eligibility_ind_483,Random_party_id_944,Random_currency_code_236,Random_legacy_gl_account_number_207,324.69,893.99,531.89,Random_multiply_divide_ind_876,663.94,Random_gl_product_816,Random_gl_account_description_798,Random_profit_center_916,Random_profit_center_desc_833,Random_legacy_consolidated_10q_level_1_808,Random_legacy_consolidated_10q_level_2_517,Random_legacy_consolidated_10q_level_3_436,Random_legacy_consolidated_10q_level_4_36,BLAH1,Random_legacy_consolidated_10q_level_6_210,Random_legacy_consolidated_10q_level_7_379,Random_profit_center_level_1_152,Random_profit_center_level_2_12,Random_profit_center_level_3_845,Random_profit_center_level_4_682,Random_profit_center_level_5_399,Random_profit_center_level_6_53,Random_profit_center_level_7_794
746,2023-02-01,Random_frequency_903,Random_gl_company_code_417,150400,Random_counter_party_gl_code_158,Random_intercompany_relationship_758,Random_regulated_ind_943,Random_fsa_eligibility_ind_459,Random_party_id_757,Random_currency_code_480,Random_legacy_gl_account_number_307,510.92,453.69,859.32,Random_multiply_divide_ind_288,522.31,Random_gl_product_475,Random_gl_account_description_695,Random_profit_center_613,Random_profit_center_desc_678,Random_legacy_consolidated_10q_level_1_361,Random_legacy_consolidated_10q_level_2_960,Random_legacy_consolidated_10q_level_3_348,Random_legacy_consolidated_10q_level_4_362,BLAH2,Random_legacy_consolidated_10q_level_6_687,Random_legacy_consolidated_10q_level_7_683,Random_profit_center_level_1_233,Random_profit_center_level_2_52,Random_profit_center_level_3_143,Random_profit_center_level_4_677,Random_profit_center_level_5_656,Random_profit_center_level_6_702,Random_profit_center_level_7_397
151,2023-02-01,Random_frequency_833,Random_gl_company_code_891,150100,Random_counter_party_gl_code_537,Random_intercompany_relationship_601,Random_regulated_ind_808,Random_fsa_eligibility_ind_457,Random_party_id_532,Random_currency_code_299,Random_legacy_gl_account_number_698,250.96,338.34,836.15,Random_multiply_divide_ind_421,764.29,Random_gl_product_778,Random_gl_account_description_391,Random_profit_center_661,Random_profit_center_desc_946,Random_legacy_consolidated_10q_level_1_672,Random_legacy_consolidated_10q_level_2_121,Random_legacy_consolidated_10q_level_3_723,Random_legacy_consolidated_10q_level_4_808,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_12,Random_legacy_consolidated_10q_level_7_146,Random_profit_center_level_1_103,Random_profit_center_level_2_733,Random_profit_center_level_3_533,Random_profit_center_level_4_229,Random_profit_center_level_5_256,Random_profit_center_level_6_886,Random_profit_center_level_7_781
54,2023-02-01,Random_frequency_467,Random_gl_company_code_692,150300,Random_counter_party_gl_code_828,Random_intercompany_relationship_27,Random_regulated_ind_154,Random_fsa_eligibility_ind_527,Random_party_id_716,Random_currency_code_735,Random_legacy_gl_account_number_960,350.21,760.26,157.32,Random_multiply_divide_ind_803,629.64,Random_gl_product_378,Random_gl_account_description_624,Random_profit_center_980,Random_profit_center_desc_155,Random_legacy_consolidated_10q_level_1_960,Random_legacy_consolidated_10q_level_2_519,Random_legacy_consolidated_10q_level_3_160,Random_legacy_consolidated_10q_level_4_457,BLAH3,Random_legacy_consolidated_10q_level_6_363,Random_legacy_consolidated_10q_level_7_196,Random_profit_center_level_1_173,Random_profit_center_level_2_41,Random_profit_center_level_3_627,Random_profit_center_level_4_467,Random_profit_center_level_5_76,Random_profit_center_level_6_630,Random_profit_center_level_7_120
266,2023-02-01,Random_frequency_241,Random_gl_company_code_914,150300,Random_counter_party_gl_code_443,Random_intercompany_relationship_689,Random_regulated_ind_402,Random_fsa_eligibility_ind_198,Random_party_id_725,Random_currency_code_146,Random_legacy_gl_account_number_926,609.31,360.4,426.69,Random_multiply_divide_ind_263,250.46,Random_gl_product_777,Random_gl_account_description_696,Random_profit_center_467,Random_profit_center_desc_137,Random_legacy_consolidated_10q_level_1_613,Random_legacy_consolidated_10q_level_2_906,Random_legacy_consolidated_10q_level_3_727,Random_legacy_consolidated_10q_level_4_915,BLAH2,Random_legacy_consolidated_10q_level_6_983,Random_legacy_consolidated_10q_level_7_904,Random_profit_center_level_1_959,Random_profit_center_level_2_339,Random_profit_center_level_3_34,Random_profit_center_level_4_516,Random_profit_center_level_5_105,Random_profit_center_level_6_376,Random_profit_center_level_7_585
506,2023-02-01,Random_frequency_767,Random_gl_company_code_455,150400,Random_counter_party_gl_code_398,Random_intercompany_relationship_131,Random_regulated_ind_378,Random_fsa_eligibility_ind_410,Random_party_id_120,Random_currency_code_772,Random_legacy_gl_account_number_125,6.95,742.74,550.58,Random_multiply_divide_ind_73,689.18,Random_gl_product_299,Random_gl_account_description_145,Random_profit_center_793,Random_profit_center_desc_791,Random_legacy_consolidated_10q_level_1_399,Random_legacy_consolidated_10q_level_2_213,Random_legacy_consolidated_10q_level_3_360,Random_legacy_consolidated_10q_level_4_743,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_852,Random_legacy_consolidated_10q_level_7_95,Random_profit_center_level_1_109,Random_profit_center_level_2_569,Random_profit_center_level_3_472,Random_profit_center_level_4_280,Random_profit_center_level_5_505,Random_profit_center_level_6_232,Random_profit_center_level_7_567
144,2023-01-01,Random_frequency_717,Random_gl_company_code_988,150400,Random_counter_party_gl_code_923,Random_intercompany_relationship_278,Random_regulated_ind_891,Random_fsa_eligibility_ind_783,Random_party_id_742,Random_currency_code_203,Random_legacy_gl_account_number_160,309.18,769.09,603.23,Random_multiply_divide_ind_795,681.12,Random_gl_product_901,Random_gl_account_description_457,Random_profit_center_937,Random_profit_center_desc_394,Random_legacy_consolidated_10q_level_1_987,Random_legacy_consolidated_10q_level_2_389,Random_legacy_consolidated_10q_level_3_11,Random_legacy_consolidated_10q_level_4_791,BLAH1,Random_legacy_consolidated_10q_level_6_416,Random_legacy_consolidated_10q_level_7_845,Random_profit_center_level_1_880,Random_profit_center_level_2_725,Random_profit_center_level_3_644,Random_profit_center_level_4_866,Random_profit_center_level_5_782,Random_profit_center_level_6_657,Random_profit_center_level_7_93
96,2023-02-01,Random_frequency_294,Random_gl_company_code_1,150400,Random_counter_party_gl_code_483,Random_intercompany_relationship_255,Random_regulated_ind_563,Random_fsa_eligibility_ind_646,Random_party_id_836,Random_currency_code_523,Random_legacy_gl_account_number_123,503.84,41.02,726.48,Random_multiply_divide_ind_457,221.51,Random_gl_product_124,Random_gl_account_description_852,Random_profit_center_901,Random_profit_center_desc_906,Random_legacy_consolidated_10q_level_1_28,Random_legacy_consolidated_10q_level_2_205,Random_legacy_consolidated_10q_level_3_89,Random_legacy_consolidated_10q_level_4_846,BLAH2,Random_legacy_consolidated_10q_level_6_834,Random_legacy_consolidated_10q_level_7_436,Random_profit_center_level_1_410,Random_profit_center_level_2_537,Random_profit_center_level_3_955,Random_profit_center_level_4_916,Random_profit_center_level_5_669,Random_profit_center_level_6_223,Random_profit_center_level_7_431
203,2023-02-01,Random_frequency_332,Random_gl_company_code_559,150500,Random_counter_party_gl_code_171,Random_intercompany_relationship_492,Random_regulated_ind_514,Random_fsa_eligibility_ind_288,Random_party_id_259,Random_currency_code_505,Random_legacy_gl_account_number_120,912.58,507.28,38.95,Random_multiply_divide_ind_751,698.3,Random_gl_product_409,Random_gl_account_description_566,Random_profit_center_511,Random_profit_center_desc_130,Random_legacy_consolidated_10q_level_1_685,Random_legacy_consolidated_10q_level_2_2,Random_legacy_consolidated_10q_level_3_59,Random_legacy_consolidated_10q_level_4_945,BLAH2,Random_legacy_consolidated_10q_level_6_932,Random_legacy_consolidated_10q_level_7_83,Random_profit_center_level_1_951,Random_profit_center_level_2_674,Random_profit_center_level_3_641,Random_profit_center_level_4_612,Random_profit_center_level_5_487,Random_profit_center_level_6_323,Random_profit_center_level_7_6
907,2023-02-01,Random_frequency_802,Random_gl_company_code_761,150500,Random_counter_party_gl_code_482,Random_intercompany_relationship_202,Random_regulated_ind_658,Random_fsa_eligibility_ind_832,Random_party_id_919,Random_currency_code_71,Random_legacy_gl_account_number_653,276.62,442.09,923.99,Random_multiply_divide_ind_547,414.95,Random_gl_product_864,Random_gl_account_description_902,Random_profit_center_352,Random_profit_center_desc_970,Random_legacy_consolidated_10q_level_1_599,Random_legacy_consolidated_10q_level_2_730,Random_legacy_consolidated_10q_level_3_997,Random_legacy_consolidated_10q_level_4_226,BLAH1,Random_legacy_consolidated_10q_level_6_525,Random_legacy_consolidated_10q_level_7_432,Random_profit_center_level_1_321,Random_profit_center_level_2_142,Random_profit_center_level_3_213,Random_profit_center_level_4_227,Random_profit_center_level_5_974,Random_profit_center_level_6_400,Random_profit_center_level_7_283
63,2023-01-01,Random_frequency_555,Random_gl_company_code_847,150300,Random_counter_party_gl_code_89,Random_intercompany_relationship_10,Random_regulated_ind_824,Random_fsa_eligibility_ind_951,Random_party_id_162,Random_currency_code_324,Random_legacy_gl_account_number_897,148.25,611.03,552.27,Random_multiply_divide_ind_633,216.64,Random_gl_product_62,Random_gl_account_description_5,Random_profit_center_739,Random_profit_center_desc_59,Random_legacy_consolidated_10q_level_1_846,Random_legacy_consolidated_10q_level_2_820,Random_legacy_consolidated_10q_level_3_74,Random_legacy_consolidated_10q_level_4_761,BLAH1,Random_legacy_consolidated_10q_level_6_767,Random_legacy_consolidated_10q_level_7_432,Random_profit_center_level_1_202,Random_profit_center_level_2_783,Random_profit_center_level_3_16,Random_profit_center_level_4_206,Random_profit_center_level_5_523,Random_profit_center_level_6_688,Random_profit_center_level_7_538
458,2023-01-01,Random_frequency_377,Random_gl_company_code_464,150100,Random_counter_party_gl_code_948,Random_intercompany_relationship_375,Random_regulated_ind_143,Random_fsa_eligibility_ind_32,Random_party_id_480,Random_currency_code_816,Random_legacy_gl_account_number_546,96.42,990.4,153.31,Random_multiply_divide_ind_645,588.98,Random_gl_product_868,Random_gl_account_description_364,Random_profit_center_672,Random_profit_center_desc_894,Random_legacy_consolidated_10q_level_1_569,Random_legacy_consolidated_10q_level_2_600,Random_legacy_consolidated_10q_level_3_399,Random_legacy_consolidated_10q_level_4_473,BLAH4,Random_legacy_consolidated_10q_level_6_751,Random_legacy_consolidated_10q_level_7_184,Random_profit_center_level_1_973,Random_profit_center_level_2_503,Random_profit_center_level_3_656,Random_profit_center_level_4_450,Random_profit_center_level_5_101,Random_profit_center_level_6_621,Random_profit_center_level_7_748
969,2023-01-01,Random_frequency_543,Random_gl_company_code_91,150100,Random_counter_party_gl_code_746,Random_intercompany_relationship_449,Random_regulated_ind_881,Random_fsa_eligibility_ind_272,Random_party_id_941,Random_currency_code_479,Random_legacy_gl_account_number_192,543.25,942.72,943.57,Random_multiply_divide_ind_306,287.93,Random_gl_product_764,Random_gl_account_description_453,Random_profit_center_862,Random_profit_center_desc_967,Random_legacy_consolidated_10q_level_1_225,Random_legacy_consolidated_10q_level_2_39,Random_legacy_consolidated_10q_level_3_916,Random_legacy_consolidated_10q_level_4_289,BLAH1,Random_legacy_consolidated_10q_level_6_795,Random_legacy_consolidated_10q_level_7_204,Random_profit_center_level_1_33,Random_profit_center_level_2_850,Random_profit_center_level_3_395,Random_profit_center_level_4_637,Random_profit_center_level_5_643,Random_profit_center_level_6_958,Random_profit_center_level_7_26
317,2023-02-01,Random_frequency_861,Random_gl_company_code_389,150400,Random_counter_party_gl_code_281,Random_intercompany_relationship_133,Random_regulated_ind_870,Random_fsa_eligibility_ind_683,Random_party_id_453,Random_currency_code_725,Random_legacy_gl_account_number_1000,209.24,837.49,659.66,Random_multiply_divide_ind_409,740.1,Random_gl_product_138,Random_gl_account_description_146,Random_profit_center_842,Random_profit_center_desc_931,Random_legacy_consolidated_10q_level_1_967,Random_legacy_consolidated_10q_level_2_139,Random_legacy_consolidated_10q_level_3_674,Random_legacy_consolidated_10q_level_4_523,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_799,Random_legacy_consolidated_10q_level_7_781,Random_profit_center_level_1_875,Random_profit_center_level_2_193,Random_profit_center_level_3_51,Random_profit_center_level_4_685,Random_profit_center_level_5_28,Random_profit_center_level_6_66,Random_profit_center_level_7_210
797,2023-01-01,Random_frequency_753,Random_gl_company_code_861,150200,Random_counter_party_gl_code_280,Random_intercompany_relationship_789,Random_regulated_ind_866,Random_fsa_eligibility_ind_467,Random_party_id_880,Random_currency_code_546,Random_legacy_gl_account_number_746,859.3,728.33,160.09,Random_multiply_divide_ind_96,601.4,Random_gl_product_329,Random_gl_account_description_53,Random_profit_center_427,Random_profit_center_desc_964,Random_legacy_consolidated_10q_level_1_275,Random_legacy_consolidated_10q_level_2_839,Random_legacy_consolidated_10q_level_3_332,Random_legacy_consolidated_10q_level_4_896,BLAH1,Random_legacy_consolidated_10q_level_6_672,Random_legacy_consolidated_10q_level_7_787,Random_profit_center_level_1_813,Random_profit_center_level_2_580,Random_profit_center_level_3_410,Random_profit_center_level_4_777,Random_profit_center_level_5_486,Random_profit_center_level_6_565,Random_profit_center_level_7_299
118,2023-02-01,Random_frequency_302,Random_gl_company_code_661,150500,Random_counter_party_gl_code_930,Random_intercompany_relationship_731,Random_regulated_ind_932,Random_fsa_eligibility_ind_678,Random_party_id_659,Random_currency_code_530,Random_legacy_gl_account_number_972,888.98,424.32,166.95,Random_multiply_divide_ind_386,10.63,Random_gl_product_299,Random_gl_account_description_529,Random_profit_center_970,Random_profit_center_desc_171,Random_legacy_consolidated_10q_level_1_307,Random_legacy_consolidated_10q_level_2_687,Random_legacy_consolidated_10q_level_3_641,Random_legacy_consolidated_10q_level_4_741,BLAH4,Random_legacy_consolidated_10q_level_6_465,Random_legacy_consolidated_10q_level_7_382,Random_profit_center_level_1_394,Random_profit_center_level_2_98,Random_profit_center_level_3_177,Random_profit_center_level_4_568,Random_profit_center_level_5_681,Random_profit_center_level_6_293,Random_profit_center_level_7_304
210,2023-01-01,Random_frequency_208,Random_gl_company_code_369,150200,Random_counter_party_gl_code_209,Random_intercompany_relationship_454,Random_regulated_ind_653,Random_fsa_eligibility_ind_816,Random_party_id_275,Random_currency_code_672,Random_legacy_gl_account_number_614,867.41,761.35,820.43,Random_multiply_divide_ind_877,587.62,Random_gl_product_254,Random_gl_account_description_42,Random_profit_center_87,Random_profit_center_desc_80,Random_legacy_consolidated_10q_level_1_781,Random_legacy_consolidated_10q_level_2_308,Random_legacy_consolidated_10q_level_3_221,Random_legacy_consolidated_10q_level_4_104,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_275,Random_legacy_consolidated_10q_level_7_291,Random_profit_center_level_1_65,Random_profit_center_level_2_439,Random_profit_center_level_3_777,Random_profit_center_level_4_971,Random_profit_center_level_5_487,Random_profit_center_level_6_872,Random_profit_center_level_7_393
765,2023-02-01,Random_frequency_818,Random_gl_company_code_25,150100,Random_counter_party_gl_code_836,Random_intercompany_relationship_120,Random_regulated_ind_456,Random_fsa_eligibility_ind_460,Random_party_id_889,Random_currency_code_116,Random_legacy_gl_account_number_913,565.16,463.02,343.81,Random_multiply_divide_ind_74,599.18,Random_gl_product_131,Random_gl_account_description_35,Random_profit_center_155,Random_profit_center_desc_357,Random_legacy_consolidated_10q_level_1_969,Random_legacy_consolidated_10q_level_2_318,Random_legacy_consolidated_10q_level_3_544,Random_legacy_consolidated_10q_level_4_201,BLAH1,Random_legacy_consolidated_10q_level_6_592,Random_legacy_consolidated_10q_level_7_827,Random_profit_center_level_1_542,Random_profit_center_level_2_318,Random_profit_center_level_3_404,Random_profit_center_level_4_292,Random_profit_center_level_5_741,Random_profit_center_level_6_892,Random_profit_center_level_7_670
750,2023-01-01,Random_frequency_704,Random_gl_company_code_332,150300,Random_counter_party_gl_code_777,Random_intercompany_relationship_889,Random_regulated_ind_946,Random_fsa_eligibility_ind_850,Random_party_id_619,Random_currency_code_961,Random_legacy_gl_account_number_978,979.42,892.86,932.46,Random_multiply_divide_ind_337,711.14,Random_gl_product_39,Random_gl_account_description_199,Random_profit_center_456,Random_profit_center_desc_533,Random_legacy_consolidated_10q_level_1_884,Random_legacy_consolidated_10q_level_2_711,Random_legacy_consolidated_10q_level_3_650,Random_legacy_consolidated_10q_level_4_471,BLAH1,Random_legacy_consolidated_10q_level_6_23,Random_legacy_consolidated_10q_level_7_624,Random_profit_center_level_1_353,Random_profit_center_level_2_932,Random_profit_center_level_3_903,Random_profit_center_level_4_724,Random_profit_center_level_5_570,Random_profit_center_level_6_398,Random_profit_center_level_7_135
41,2023-02-01,Random_frequency_721,Random_gl_company_code_788,150400,Random_counter_party_gl_code_698,Random_intercompany_relationship_218,Random_regulated_ind_3,Random_fsa_eligibility_ind_812,Random_party_id_362,Random_currency_code_590,Random_legacy_gl_account_number_449,787.46,306.98,510.66,Random_multiply_divide_ind_400,215.04,Random_gl_product_31,Random_gl_account_description_755,Random_profit_center_175,Random_profit_center_desc_188,Random_legacy_consolidated_10q_level_1_203,Random_legacy_consolidated_10q_level_2_69,Random_legacy_consolidated_10q_level_3_758,Random_legacy_consolidated_10q_level_4_34,BLAH4,Random_legacy_consolidated_10q_level_6_802,Random_legacy_consolidated_10q_level_7_490,Random_profit_center_level_1_712,Random_profit_center_level_2_95,Random_profit_center_level_3_367,Random_profit_center_level_4_899,Random_profit_center_level_5_884,Random_profit_center_level_6_562,Random_profit_center_level_7_564
581,2023-02-01,Random_frequency_133,Random_gl_company_code_492,150400,Random_counter_party_gl_code_88,Random_intercompany_relationship_389,Random_regulated_ind_889,Random_fsa_eligibility_ind_121,Random_party_id_658,Random_currency_code_48,Random_legacy_gl_account_number_653,663.12,748.39,396.11,Random_multiply_divide_ind_304,476.2,Random_gl_product_368,Random_gl_account_description_731,Random_profit_center_305,Random_profit_center_desc_863,Random_legacy_consolidated_10q_level_1_333,Random_legacy_consolidated_10q_level_2_252,Random_legacy_consolidated_10q_level_3_48,Random_legacy_consolidated_10q_level_4_513,BLAH1,Random_legacy_consolidated_10q_level_6_34,Random_legacy_consolidated_10q_level_7_374,Random_profit_center_level_1_420,Random_profit_center_level_2_486,Random_profit_center_level_3_149,Random_profit_center_level_4_658,Random_profit_center_level_5_194,Random_profit_center_level_6_428,Random_profit_center_level_7_226
718,2023-02-01,Random_frequency_840,Random_gl_company_code_632,150500,Random_counter_party_gl_code_757,Random_intercompany_relationship_342,Random_regulated_ind_736,Random_fsa_eligibility_ind_838,Random_party_id_446,Random_currency_code_688,Random_legacy_gl_account_number_86,453.45,965.63,374.08,Random_multiply_divide_ind_61,960.22,Random_gl_product_539,Random_gl_account_description_417,Random_profit_center_796,Random_profit_center_desc_774,Random_legacy_consolidated_10q_level_1_443,Random_legacy_consolidated_10q_level_2_507,Random_legacy_consolidated_10q_level_3_152,Random_legacy_consolidated_10q_level_4_13,BLAH1,Random_legacy_consolidated_10q_level_6_250,Random_legacy_consolidated_10q_level_7_989,Random_profit_center_level_1_436,Random_profit_center_level_2_242,Random_profit_center_level_3_49,Random_profit_center_level_4_795,Random_profit_center_level_5_794,Random_profit_center_level_6_381,Random_profit_center_level_7_107
797,2023-01-01,Random_frequency_66,Random_gl_company_code_929,150400,Random_counter_party_gl_code_770,Random_intercompany_relationship_731,Random_regulated_ind_975,Random_fsa_eligibility_ind_776,Random_party_id_695,Random_currency_code_252,Random_legacy_gl_account_number_608,884.27,839.09,198.73,Random_multiply_divide_ind_734,470.75,Random_gl_product_639,Random_gl_account_description_167,Random_profit_center_742,Random_profit_center_desc_120,Random_legacy_consolidated_10q_level_1_201,Random_legacy_consolidated_10q_level_2_257,Random_legacy_consolidated_10q_level_3_98,Random_legacy_consolidated_10q_level_4_11,BLAH3,Random_legacy_consolidated_10q_level_6_548,Random_legacy_consolidated_10q_level_7_751,Random_profit_center_level_1_742,Random_profit_center_level_2_759,Random_profit_center_level_3_119,Random_profit_center_level_4_72,Random_profit_center_level_5_862,Random_profit_center_level_6_804,Random_profit_center_level_7_496
112,2023-01-01,Random_frequency_786,Random_gl_company_code_558,150200,Random_counter_party_gl_code_505,Random_intercompany_relationship_752,Random_regulated_ind_982,Random_fsa_eligibility_ind_808,Random_party_id_126,Random_currency_code_893,Random_legacy_gl_account_number_967,740.94,732.22,9.76,Random_multiply_divide_ind_993,988.01,Random_gl_product_153,Random_gl_account_description_451,Random_profit_center_834,Random_profit_center_desc_309,Random_legacy_consolidated_10q_level_1_142,Random_legacy_consolidated_10q_level_2_815,Random_legacy_consolidated_10q_level_3_414,Random_legacy_consolidated_10q_level_4_124,FAIL DELIVER,Random_legacy_consolidated_10q_level_6_199,Random_legacy_consolidated_10q_level_7_156,Random_profit_center_level_1_173,Random_profit_center_level_2_632,Random_profit_center_level_3_255,Random_profit_center_level_4_795,Random_profit_center_level_5_555,Random_profit_center_level_6_693,Random_profit_center_level_7_305
464,2023-02-01,Random_frequency_358,Random_gl_company_code_434,150300,Random_counter_party_gl_code_472,Random_intercompany_relationship_854,Random_regulated_ind_77,Random_fsa_eligibility_ind_951,Random_party_id_223,Random_currency_code_337,Random_legacy_gl_account_number_927,77.67,413.23,879.75,Random_multiply_divide_ind_360,14.36,Random_gl_product_738,Random_gl_account_description_871,Random_profit_center_432,Random_profit_center_desc_564,Random_legacy_consolidated_10q_level_1_725,Random_legacy_consolidated_10q_level_2_175,Random_legacy_consolidated_10q_level_3_344,Random_legacy_consolidated_10q_level_4_188,BLAH4,Random_legacy_consolidated_10q_level_6_548,Random_legacy_consolidated_10q_level_7_700,Random_profit_center_level_1_94,Random_profit_center_level_2_860,Random_profit_center_level_3_65,Random_profit_center_level_4_830,Random_profit_center_level_5_894,Random_profit_center_level_6_106,Random_profit_center_level_7_256
229,2023-02-01,Random_frequency_883,Random_gl_company_code_406,150200,Random_counter_party_gl_code_958,Random_intercompany_relationship_218,Random_regulated_ind_802,Random_fsa_eligibility_ind_706,Random_party_id_50,Random_currency_code_116,Random_legacy_gl_account_number_125,315.49,960.27,173.98,Random_multiply_divide_ind_697,648.23,Random_gl_product_292,Random_gl_account_description_692,Random_profit_center_624,Random_profit_center_desc_122,Random_legacy_consolidated_10q_level_1_438,Random_legacy_consolidated_10q_level_2_550,Random_legacy_consolidated_10q_level_3_156,Random_legacy_consolidated_10q_level_4_936,BLAH3,Random_legacy_consolidated_10q_level_6_191,Random_legacy_consolidated_10q_level_7_511,Random_profit_center_level_1_611,Random_profit_center_level_2_109,Random_profit_center_level_3_110,Random_profit_center_level_4_310,Random_profit_center_level_5_729,Random_profit_center_level_6_359,Random_profit_center_level_7_621
